timestamp	x	y
10664172566.426245	292.754590617466	281.90643230268375
10664205882.474108	292.7171187738454	282.0502624854862
10664239197.52197	292.5200000280212	282.25811239046635
10664272513.569834	291.96128369817404	282.47173012720623
10664305828.617695	290.91145982100073	282.9375019705346
10664339144.665558	289.79335999281614	283.80756047793267
10664372459.71342	288.5964830953431	285.0880842191812
10664405775.761284	287.26919852900244	286.55534728119596
10664439090.809145	286.223466747571	287.97312080650835
10664472405.857008	285.65028984445536	289.15201398722445
10664505721.904871	285.338894230877	289.88896736931514
10664539037.952734	285.07318079257544	290.2837773379099
10664572353.000597	284.89451169072885	290.6651194108995
10664605668.048458	284.7750811092386	291.1875554675093
10664638984.096321	284.59369874160683	291.8371228603118
10664672299.144182	284.53745317872955	292.60604952269875
10664705615.192047	284.6102056636555	293.391099245949
10664738930.239908	284.41060551697814	294.18443100867256
10664772246.287771	283.91631586542354	294.9857738500083
10664805561.335634	283.3411915388787	295.87051186418756
10664838876.383495	282.6679422085568	296.9238918998012
10664872192.431358	282.03931575272765	297.9528285950234
10664905507.47922	281.60327518103935	298.8855142311376
10664938823.527084	281.3340362014408	299.8697941246401
10664972138.574945	281.33188328584976	300.69393357052047
10665005454.622808	281.5438275364039	301.1071113583458
10665038769.670671	281.76113751941523	301.19679307264437
10665072085.718534	282.0721596511139	301.18423816060175
10665105400.766396	282.5490621223486	301.17512306544137
10665138716.814259	283.04074139077926	301.0364799445584
10665172031.862122	283.65075030774585	300.72326714309713
10665205347.909985	284.4171540400354	300.4185440468044
10665238662.957846	284.8898646139578	300.15352736322967
10665271979.005709	284.9836431640302	299.84445468959797
10665305294.053572	285.2098228124727	299.5311682708584
10665338609.101433	285.5736189216785	299.19576258009545
10665371925.149296	285.6285717069558	298.6775679461703
10665405240.197159	285.3766875205867	298.06043517079513
10665438556.245022	285.15234306737483	297.46421387819726
10665471871.292883	285.0538272994269	296.8434343212772
10665505187.340746	285.1934418357626	296.01154183076454
10665538502.388609	285.70393936563516	294.86370177135
10665571818.436472	286.53847206071185	293.47293631750586
10665605133.484333	287.5534665626304	291.94791211535215
10665638448.532196	288.72833933527016	290.28254056939676
10665671764.58006	290.14716387860676	288.43730676347747
10665705080.627922	291.8197056100593	286.53534230844787
10665738395.675783	293.63030753076436	284.792101314346
10665771710.723646	295.4228453564992	283.31906519973865
10665805026.77151	297.1756267369625	282.0897562839144
10665838341.81937	299.01708399543884	281.0016969947916
10665871657.867233	300.9618232036933	280.02651686546625
10665904972.915096	302.7556012030676	279.16983018184504
10665938288.96296	304.1391473856815	278.5136018342694
10665971604.01082	305.17718760225915	278.1865312182716
10666004920.058685	306.0298608147406	278.18011690020904
10666038235.106546	306.6739013376806	278.35419936030996
10666071551.15441	307.0909290669109	278.6348762163424
10666104866.20227	307.41458266986416	279.0836548845224
10666138182.250135	307.6164691174576	279.7307864981231
10666171497.297997	307.66751188823747	280.5013432774507
10666204813.34586	307.6365433815632	281.0597212082084
10666637913.968071	307.24424250785944	279.5610519682163
10666671230.015934	307.5044175526907	279.479596794853
10666704545.063797	307.7839543384913	279.3474248599143
10666737861.11166	308.0134287916011	279.1542467796073
10666771177.159523	308.33266343931905	279.11232765351986
10666804492.207384	308.9142026292818	279.17771975494645
10666837807.255247	309.8238106977761	279.1003393833632
10666871123.30311	311.1655083897813	278.9316211086891
10666904438.350971	312.97015301566387	278.71916242223796
10666937754.398834	315.19939111575076	278.5467918251355
10666971069.446697	317.65459859307657	278.5433401182192
10667004385.49456	320.08293426899826	278.5017227839564
10667037700.542421	322.3551471718997	278.14527910647524
10667071016.590284	324.35667766747434	277.5286401103912
10667104331.638147	325.9886076424664	276.9761517513109
10667137646.686008	327.2254801375517	276.8548334370883
10667170962.733871	328.02880911153807	276.9656323221184
10667204277.781734	328.38891362907407	276.8473711663643
10667237593.829597	328.43849141910135	276.71996511027464
10667270908.877459	328.19453792804853	276.85136894117727
10667304224.925323	327.7289138725812	276.86105664760004
10667337539.973185	327.4250402592718	276.3437383149974
10667370855.021046	327.612881363158	275.63054728697017
10667404171.068909	328.2836613330394	275.2610251715237
10667437487.116774	329.15651504450955	274.97483492822835
10667470803.164637	330.00317651285866	274.52427823629114
10667504118.212498	330.94736284127293	273.9345674783571
10667537433.26036	332.4681520229213	273.3340353645407
10667570748.308222	334.71586209622933	273.2325329013502
10667604064.356085	337.3639289001017	274.0660796633575
10667637379.403946	339.99309001737527	275.2140526857181
10667670695.45181	342.2413412978137	275.80028284015776
10667704010.499672	343.83455483902816	275.92919523030787
10667737326.547535	344.7441001267912	276.000288175478
10667770641.595398	345.35642289198466	275.7082873129359
10667803957.643261	345.83782525774154	275.1062314576847
10667837272.691122	346.1225021601217	274.56919786521604
10667870588.738985	346.3001183983419	273.998927968778
10667903903.786848	346.2519345091553	273.4746526199181
10667937219.834711	345.91009327598664	273.37098063933274
10667970534.882572	345.621610245015	273.4943858735289
10668003855.930443	345.72043524024355	273.3877345281373
10668037165.978298	346.2569996946139	272.85842098127097
10668070482.026161	346.97791119376706	271.9738681701802
10668103797.074022	347.47602541835363	271.22105680487374
10668137112.121885	347.605264293353	271.15425166143706
10668170428.169748	347.61575809183086	271.61961789044403
10668203743.21761	347.8346718472427	272.0524796409056
10668237059.265472	348.37745879564903	272.3664418580461
10668270374.313335	349.2865570945871	272.75327122343657
10668303690.361198	350.5711084392663	273.4161453253735
10668337006.409061	352.2056945377536	274.57653212104435
10668370321.456923	354.2827786911347	276.2413908035613
10668403636.504786	356.54698397938927	278.2706175923351
10668436952.552649	358.5782024171074	280.55055521932434
10668470267.60051	360.2208129560355	282.8610646680827
10668503583.648375	361.38936834882537	285.0255391259246
10668536898.696236	362.08295893927703	287.0222534858037
10668570213.744097	362.44485418891423	288.91582698631845
10668603529.79196	362.55993342922335	290.627577147768
10668636844.839823	362.5473565963251	291.9848241947752
10668670160.887686	362.51748498735776	292.8547869332489
10668703476.935549	362.5365894796006	293.3576248799978
10668736791.983412	362.5122583219341	293.6585675374877
10668770107.031273	362.51256531419796	293.7150209530995
10668803423.079136	362.73162687326345	293.52218321445037
10668836738.126999	363.1157122660673	293.2862546768505
10668870053.17486	363.4359511282678	293.2662374023154
10668903369.222723	363.4852067105054	293.33707579662666
10668936684.270584	363.3437898896212	293.2992921853737
10668970000.318449	363.45229481366596	293.17964296627605
10669003316.366312	364.19610846947	293.2214715614526
10669036631.414173	365.38324827817195	293.79559667481635
10669069946.462036	366.31831301366793	295.0155505659855
10669103262.5099	366.95739562948955	296.4738208150505
10669136577.55776	367.8607045652883	297.4834612921391
10669169893.605623	368.7867148718238	297.7242902281265
10669203208.653486	368.9642237866785	297.25504195401214
10669236523.701347	368.4719445881654	296.2547852608098
10669269839.74921	367.85715186999715	295.02988976696304
10669303155.797073	367.2671311203174	293.96132148840456
10669336470.844936	366.6361019035185	293.3463257403594
10669369786.8928	366.150511697481	293.1727954593028
10669403101.94066	366.143903464604	293.1717607280435
10669436416.988523	366.63064519289867	293.2715306654365
10669469733.036386	367.18753360708695	293.638086641729
10669503048.084248	367.7598854148321	294.11991398077345
10669536364.13211	368.4478303468684	294.2555048387893
10669569679.179974	368.95993167433306	293.95274975730837
10669602994.227835	369.0953168954785	293.43641642557856
10669636310.275698	369.03282346536815	292.6227038013831
10669669626.32356	368.6574114173512	291.63580349016667
10669702941.371424	367.9335893751753	290.68392244303953
10669736256.419285	367.24686003205795	289.79639680385327
10669769572.467148	366.83313252743767	288.8380992157569
10669802887.51501	366.51608396386075	287.72639275364116
10669836203.562874	366.0756020255753	286.3916794738324
10669869518.610735	365.42339977049204	284.85966413892584
10669902834.658598	364.4931258503063	283.42679783336746
10669936149.70646	363.2367651326939	282.4952844614641
10669969465.754324	361.9840535639536	282.0438077084825
10670002780.802185	361.0733678459184	281.92493287007096
10670036096.85005	360.5659938421087	282.1721151141342
10670069411.897911	360.55429514511707	282.6064257709376
10670102727.945774	361.0883773871502	283.0456747270326
10670136042.993635	361.98507271826287	283.3719536829476
10670169358.041498	362.79556024471225	283.62442473017956
10670202674.089361	363.24465726964223	283.99493764184274
10670235990.137224	363.32865649292415	284.4502728235543
10670269305.185087	363.2320480563566	284.76262248817994
10670302620.232948	363.2685900988158	284.9208593467455
10670335936.280811	363.64344665613504	285.08079844250364
10670369251.328672	364.09636783811317	285.5633715313576
10670402567.376537	364.51194366923465	286.51201403517933
10670435883.4244	365.0684324405806	287.7884341717108
10670469198.472261	365.8376549651204	289.0895541529594
10670502513.520124	366.6681149515548	290.29295224516085
10670535829.567987	367.5070932718598	291.38780930516765
10670569144.615849	368.5720467352259	292.1115121910138
10670602460.663712	369.8266663947178	292.15506567062044
10670635775.711575	370.72482535314697	291.5191226015572
10670669091.759438	371.014460329988	290.516210068222
10670702406.807299	371.1297109583749	289.3407496081112
10670735721.855162	371.3931869942809	288.1219084833576
10670769037.903025	371.6559593973161	287.13107602785936
10670802352.950886	372.21879935251394	286.1085070508268
10670835668.998749	373.36703444288605	284.5072567290196
10670868984.046612	374.61860711337937	282.34240830830396
10670902300.094475	375.57882830080763	279.7075402223413
10670935615.142336	376.3051872994694	276.63988074916074
10670968931.190199	376.6112162666587	273.8739231023267
10671002246.238062	376.4458493443901	272.07983116012616
10671035562.285925	376.46746653050093	270.64931395800363
10671068877.333786	377.122039851537	268.91374552817064
10671102193.381649	377.96543555575516	267.00517683406207
10671135508.429512	378.24911259469485	265.14356947220995
10671168823.477373	377.62060976071564	263.5799791395479
10671202139.525236	376.21607175508933	262.6866247518528
10671235454.5731	374.4884762678218	262.2749017971233
10671268770.620962	373.14636036479374	261.8331301905401
10671302085.668823	372.7310953473518	261.2867243023617
10671335401.716686	373.1982324084821	260.806165758935
10671368716.76455	374.01272567632054	260.47003326629556
10671402032.812412	374.61250686755716	260.38029265308916
10671435347.860273	374.7764174559177	260.50960645982286
10671468663.908138	374.5778785034437	260.6988901850205
10671501978.956	374.2309630664063	260.51771582489187
10671535294.00386	373.7541103912609	259.43566290314976
