timestamp	spike_count
10664172566.426245	0
10664205882.474108	0
10664239197.52197	0
10664272513.569834	0
10664305828.617695	0
10664339144.665558	0
10664372459.71342	0
10664405775.761284	0
10664439090.809145	0
10664472405.857008	0
10664505721.904871	0
10664539037.952734	0
10664572353.000597	0
10664605668.048458	0
10664638984.096321	0
10664672299.144182	0
10664705615.192047	0
10664738930.239908	0
10664772246.287771	0
10664805561.335634	0
10664838876.383495	0
10664872192.431358	0
10664905507.47922	0
10664938823.527084	0
10664972138.574945	0
10665005454.622808	0
10665038769.670671	0
10665072085.718534	0
10665105400.766396	0
10665138716.814259	0
10665172031.862122	0
10665205347.909985	0
10665238662.957846	0
10665271979.005709	0
10665305294.053572	0
10665338609.101433	0
10665371925.149296	0
10665405240.197159	0
10665438556.245022	0
10665471871.292883	0
10665505187.340746	0
10665538502.388609	0
10665571818.436472	0
10665605133.484333	0
10665638448.532196	0
10665671764.58006	0
10665705080.627922	0
10665738395.675783	0
10665771710.723646	0
10665805026.77151	0
10665838341.81937	0
10665871657.867233	0
10665904972.915096	0
10665938288.96296	0
10665971604.01082	0
10666004920.058685	0
10666038235.106546	0
10666071551.15441	0
10666104866.20227	0
10666138182.250135	0
10666171497.297997	0
10666204813.34586	0
10666637913.968071	0
10666671230.015934	0
10666704545.063797	0
10666737861.11166	0
10666771177.159523	0
10666804492.207384	0
10666837807.255247	0
10666871123.30311	0
10666904438.350971	0
10666937754.398834	0
10666971069.446697	0
10667004385.49456	0
10667037700.542421	0
10667071016.590284	0
10667104331.638147	0
10667137646.686008	0
10667170962.733871	0
10667204277.781734	0
10667237593.829597	0
10667270908.877459	0
10667304224.925323	0
10667337539.973185	0
10667370855.021046	0
10667404171.068909	0
10667437487.116774	0
10667470803.164637	0
10667504118.212498	0
10667537433.26036	0
10667570748.308222	0
10667604064.356085	0
10667637379.403946	0
10667670695.45181	0
10667704010.499672	0
10667737326.547535	0
10667770641.595398	0
10667803957.643261	0
10667837272.691122	0
10667870588.738985	0
10667903903.786848	0
10667937219.834711	0
10667970534.882572	0
10668003855.930443	0
10668037165.978298	0
10668070482.026161	0
10668103797.074022	0
10668137112.121885	0
10668170428.169748	0
10668203743.21761	0
10668237059.265472	0
10668270374.313335	0
10668303690.361198	0
10668337006.409061	0
10668370321.456923	0
10668403636.504786	0
10668436952.552649	0
10668470267.60051	0
10668503583.648375	0
10668536898.696236	0
10668570213.744097	0
10668603529.79196	0
10668636844.839823	0
10668670160.887686	0
10668703476.935549	0
10668736791.983412	0
10668770107.031273	0
10668803423.079136	0
10668836738.126999	0
10668870053.17486	0
10668903369.222723	0
10668936684.270584	0
10668970000.318449	0
10669003316.366312	0
10669036631.414173	0
10669069946.462036	0
10669103262.5099	0
10669136577.55776	0
10669169893.605623	0
10669203208.653486	0
10669236523.701347	0
10669269839.74921	0
10669303155.797073	0
